/* DATA DESCRIPTION:
	TARA_20110626Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: -23.232470 * LONGITUDE START: -134.961050 * LATITUDE END: -23.163210 * LONGITUDE END: -134.861820 * DATE/TIME START: 2011-06-26T00:00:00 * DATE/TIME END: 2011-07-11T00:00:00 * CAMPAIGN: TARA_20110626Z (Totegegie to Totegegie, Stations: TARA_114-121) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20110716Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: -23.134660 * LONGITUDE START: -134.954050 * LATITUDE END: -8.921800 * LONGITUDE END: -140.099590 * DATE/TIME START: 2011-07-16T00:00:00 * DATE/TIME END: 2011-07-22T00:00:00 * CAMPAIGN: TARA_20110716Z (Totegegie to Taiohae harbour, Stations: Coral sampling) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20110726Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: -8.797850 * LONGITUDE START: -140.091540 * LATITUDE END: -17.444260 * LONGITUDE END: -149.569240 * DATE/TIME START: 2011-07-26T00:00:00 * DATE/TIME END: 2011-08-16T00:00:00 * CAMPAIGN: TARA_20110726Z (Taiohae harbour to Papeete, Stations: TARA_122-125) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20110826Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: -17.440930 * LONGITUDE START: -149.859220 * LATITUDE END: 21.254830 * LONGITUDE END: -157.886300 * DATE/TIME START: 2011-08-26T00:00:00 * DATE/TIME END: 2011-09-18T00:00:00 * CAMPAIGN: TARA_20110826Z (Papeete to Honolulu, Stations: TARA_126-130) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20110928Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 21.283080 * LONGITUDE START: -157.871160 * LATITUDE END: 32.721680 * LONGITUDE END: -117.512130 * DATE/TIME START: 2011-09-28T00:00:00 * DATE/TIME END: 2011-10-26T00:00:00 * CAMPAIGN: TARA_20110928Z (Honolulu to San Diego, Stations: TARA_131-135) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20111124Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 32.621220 * LONGITUDE START: -117.245980 * LATITUDE END: 8.907670 * LONGITUDE END: -79.525530 * DATE/TIME START: 2011-11-24T00:00:00 * DATE/TIME END: 2011-12-22T00:00:00 * CAMPAIGN: TARA_20111124Z (San Diego to Panama City, Stations: TARA_136-140) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20111230Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 9.845360 * LONGITUDE START: -79.899170 * LATITUDE END: 31.854950 * LONGITUDE END: -80.728650 * DATE/TIME START: 2011-12-30T00:00:00 * DATE/TIME END: 2012-01-20T00:00:00 * CAMPAIGN: TARA_20111230Z (Panama City to Savannah, Stations: TARA_141-143) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20120126Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 32.013760 * LONGITUDE START: -80.426030 * LATITUDE END: 40.424770 * LONGITUDE END: -73.765050 * DATE/TIME START: 2012-01-26T00:00:00 * DATE/TIME END: 2012-02-05T00:00:00 * CAMPAIGN: TARA_20120126Z (Savannah to New-York City, Stations: TARA_144-145) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20120212Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 39.968810 * LONGITUDE START: -73.875330 * LATITUDE END: 32.379270 * LONGITUDE END: -64.656590 * DATE/TIME START: 2012-02-12T00:00:00 * DATE/TIME END: 2012-02-19T00:00:00 * CAMPAIGN: TARA_20120212Z (New-York City to Bermuda, Stations: TARA_146-147) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20120223Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 32.375560 * LONGITUDE START: -64.635080 * LATITUDE END: 38.519490 * LONGITUDE END: -28.614940 * DATE/TIME START: 2012-02-23T00:00:00 * DATE/TIME END: 2012-03-11T00:00:00 * CAMPAIGN: TARA_20120223Z (Bermuda to Horta, Stations: TARA_148-151) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20120314Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 38.561760 * LONGITUDE START: -28.533730 * LATITUDE END: 46.293610 * LONGITUDE END: -5.912910 * DATE/TIME START: 2012-03-14T00:00:00 * DATE/TIME END: 2012-03-28T00:00:00 * CAMPAIGN: TARA_20120314Z (Horta to La Coruna, Stations: TARA_152-154) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20130519Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 53.862500 * LONGITUDE START: -15.005300 * LATITUDE END: 69.606400 * LONGITUDE END: 17.862800 * DATE/TIME START: 2013-05-19T00:00:00 * DATE/TIME END: 2013-06-14T00:00:00 * CAMPAIGN: TARA_20130519Z (Lorient to Tromsø, Stations: TARA_155-166) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20130621Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 69.938000 * LONGITUDE START: 19.970200 * LATITUDE END: 70.419800 * LONGITUDE END: 31.618200 * DATE/TIME START: 2013-06-21T00:00:00 * DATE/TIME END: 2013-06-24T00:00:00 * CAMPAIGN: TARA_20130621Z (Tromsø to Murmansk, Stations: none) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20130629Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 69.867200 * LONGITUDE START: 35.108500 * LATITUDE END: 73.897400 * LONGITUDE END: 77.185800 * DATE/TIME START: 2013-06-29T00:00:00 * DATE/TIME END: 2013-07-26T00:00:00 * CAMPAIGN: TARA_20130629Z (Murmansk to Dudinka, Stations: TARA_167-181) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20130801Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 76.103600 * LONGITUDE START: 78.295800 * LATITUDE END: 70.292000 * LONGITUDE END: 167.827900 * DATE/TIME START: 2013-08-01T00:00:00 * DATE/TIME END: 2013-09-05T00:00:00 * CAMPAIGN: TARA_20130801Z (Dudinka to Pevek, Stations: TARA_182-192) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20130907Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 70.914800 * LONGITUDE START: 174.592100 * LATITUDE END: 69.840400 * LONGITUDE END: -135.580000 * DATE/TIME START: 2013-09-07T00:00:00 * DATE/TIME END: 2013-09-18T00:00:00 * CAMPAIGN: TARA_20130907Z (Pevek to Tuktoyaktuk, Stations: TARA_193-199) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20130921Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 70.505000 * LONGITUDE START: -129.455000 * LATITUDE END: 69.220300 * LONGITUDE END: -52.097500 * DATE/TIME START: 2013-09-21T00:00:00 * DATE/TIME END: 2013-10-16T00:00:00 * CAMPAIGN: TARA_20130921Z (Tuktoyaktuk to Ilulissat, Stations: TARA_200-207) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20131020Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 69.159500 * LONGITUDE START: -51.635600 * LATITUDE END: 48.402900 * LONGITUDE END: -69.223900 * DATE/TIME START: 2013-10-20T00:00:00 * DATE/TIME END: 2013-11-10T00:00:00 * CAMPAIGN: TARA_20131020Z (Ilulissat to Québec, Stations: TARA_208-210) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
	TARA_20131116Z_UDW_EVENT_BATOS ([day/night] [atmospheric boundary layer]) * LATITUDE START: 46.680100 * LONGITUDE START: -55.507100 * LATITUDE END: 47.863300 * LONGITUDE END: -4.569800 * DATE/TIME START: 2013-11-16T00:00:00 * DATE/TIME END: 2013-12-07T00:00:00 * CAMPAIGN: TARA_20131116Z (Québec to Lorient, Stations: none) * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Meteo France Voluntary Observing Ships meteorological station ([BATOS]) (URI: https://doi.org/10.5281/zenodo.376426)
Parameter(s):	Campaign of event (Campaign)
	Date/Time of event (Date/Time)
	Latitude of event (Latitude)
	Longitude of event (Longitude)
	Date/Time of event 2 (Date/Time 2)
	Latitude of event 2 (Latitude 2)
	Longitude of event 2 (Longitude 2)
	Geographic name/locality (Locality) * PI: Pesant, Stephane (https://orcid.org/0000-0002-4936-5209, pesant@ebi.ac.uk) * COMMENT: from port
	Geographic name/locality (Locality) * PI: Pesant, Stephane (https://orcid.org/0000-0002-4936-5209, pesant@ebi.ac.uk) * COMMENT: to port
	Station label (Station) * PI: Pesant, Stephane (https://orcid.org/0000-0002-4936-5209, pesant@ebi.ac.uk) * COMMENT: list
	Comment (Comment) * PI: Pesant, Stephane (https://orcid.org/0000-0002-4936-5209, pesant@ebi.ac.uk) * COMMENT: scientific interest
	Name (Name) * PI: Pesant, Stephane (https://orcid.org/0000-0002-4936-5209, pesant@ebi.ac.uk) * COMMENT: of scientists on board
	Uniform resource locator/link to file (URL file) * PI: Pesant, Stephane (https://orcid.org/0000-0002-4936-5209, pesant@ebi.ac.uk) * METHOD/DEVICE: published at PANGAEA, Data Publisher for Earth and Environmental Science (URI: https://www.pangaea.de/) * COMMENT: of campaign report (pdf)
	Uniform resource locator/link to reference (URL ref) * PI: Pesant, Stephane (https://orcid.org/0000-0002-4936-5209, pesant@ebi.ac.uk) * METHOD/DEVICE: published at PANGAEA, Data Publisher for Earth and Environmental Science (URI: https://www.pangaea.de/) * COMMENT: of related environmental data publications
	Uniform resource locator/link to reference (URL ref) * PI: Pesant, Stephane (https://orcid.org/0000-0002-4936-5209, pesant@ebi.ac.uk) * METHOD/DEVICE: published at the European Nucleotides Archive (URI: http://www.ebi.ac.uk/ena) * COMMENT: of related nucleotides data publications
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	453 data points
*/
Campaign	Date/Time	Latitude	Longitude	Date/Time 2	Latitude 2	Longitude 2	Locality (from port)	Locality (to port)	Station (list)	Comment (scientific interest)	Name (of scientists on board)	URL file (of campaign report (pdf), pub...)	URL ref (of related environmental data...)	URL ref (of related nucleotides data p...)
TARA_20090905Z	2009-09-05T00:00	47.309	-3.867	2009-09-10T00:00	40.231	-10.644	Lorient	Lisbon	TARA_001, TARA_002	Scientific interest: Bay of Biscay waters, material and procedures testing	De Vargas, Gorsky, Karsenti, Le Goff, Swalwell		https://www.pangaea.de/?q=TARA_20090905Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20090905Z
TARA_20090913Z	2009-09-13T00:00	38.555	-9.394	2009-09-17T00:00	35.793	-5.787	Lisbon	Tangier	TARA_003, TARA_004	Scientific interest: Sampling in the Gibraltar straits	Carmichael, Chambouvet, Le Goff, Sarmento, Swalwell	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20090913Z_report.pdf	https://www.pangaea.de/?q=TARA_20090913Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20090913Z
TARA_20090919Z	2009-09-19T00:00	35.800	-5.785	2009-09-25T00:00	36.817	3.108	Tangier	Algiers	TARA_005, TARA_006, TARA_007	Scientific interest: Characterisation of systems with contrasting productivity	Carmichael, Le Goff, Pesant, Poulain, Swalwell	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20090919Z_report.pdf	https://www.pangaea.de/?q=TARA_20090919Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20090919Z
TARA_20090926Z	2009-09-26T00:00	36.883	3.159	2009-10-02T00:00	41.276	2.266	Algiers	Barcelona	TARA_008, TARA_009, TARA_010, TARA_011	Scientific interest: West Mediterranean basin. Barcelona time series station (point D)	Carmichael, Le Goff, Poulain, Sardet, Swalwell	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20090926Z_report.pdf	https://www.pangaea.de/?q=TARA_20090926Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20090926Z
TARA_20091004Z	2009-10-04T00:00	41.368	2.214	2009-10-06T00:00	43.148	6.896	Barcelona	Nice	no station				https://www.pangaea.de/?q=TARA_20091004Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20091004Z
TARA_20091011Z	2009-10-11T00:00	43.658	7.311	2009-10-16T00:00	37.346	10.059	Nice	Bizerte	TARA_012, TARA_013	Scientific interest: Ligurian sea sampling, DYFAMED time series station	Carmichael, Despres, Krzic, Picheral, Searson	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20091011Z_report.pdf	https://www.pangaea.de/?q=TARA_20091011Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20091011Z
TARA_20091019Z	2009-10-19T00:00	37.355	9.956	2009-10-22T00:00	40.759	14.213	Bizerte	Naples	TARA_014	Scientific interest: Eastern part of the Sicilian Straits and southern Tyrrhenian Sea sampling	Despres, Picheral, Searson	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20091019Z_report.pdf	https://www.pangaea.de/?q=TARA_20091019Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20091019Z
TARA_20091025Z	2009-10-25T00:00	40.760	14.245	2009-10-29T00:00	36.289	14.334	Naples	Valetta	TARA_015, TARA_016, TARA_017	Scientific interest: Sampling of Western Ionian sea and eastern part of the Sicilian Straits.	De Vargas, Grimsley, Omerstad, Romag, Searson	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20091025Z_report.pdf	https://www.pangaea.de/?q=TARA_20091025Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20091025Z
TARA_20091031Z	2009-10-31T00:00	35.895	14.593	2009-11-06T00:00	32.920	13.219	Valetta	Tripoli	TARA_018	Scientific interest: Southern Ionian Sea sampling	Decelle, Deidun, Prejger, Searson, Sieracki	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20091031Z_report.pdf	https://www.pangaea.de/?q=TARA_20091031Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20091031Z
TARA_20091108Z	2009-11-08T00:00	32.800	13.100	2009-11-11T00:00	32.800	13.100	Tripoli	Valetta	TARA_019		Decelle, Deidun, Prejger, Searson, Sieracki	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20091108Z_report.pdf	https://www.pangaea.de/?q=TARA_20091108Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20091108Z
TARA_20091111Z	2009-11-11T00:00	36.355	15.455	2009-11-20T00:00	42.287	17.876	Valetta	Dubrovnik	TARA_020, TARA_021, TARA_022, TARA_023, TARA_024	Scientific interest: Adriatic sea inflow	Boutte, Decelle, Prejger, Searson, Sieracki	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20091111Z_report.pdf	https://www.pangaea.de/?q=TARA_20091111Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20091111Z
TARA_20091122Z	2009-11-22T00:00	40.102	19.107	2009-11-26T00:00	39.765	17.800	Dubrovnik	Athens	TARA_025, TARA_026	Scientific interest: Adriatic sea outflow and Western Ionian Sea and sampling at location of on going local time series	Boutte, Bowler, Hamoir, Not, Rouvière, Searson	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20091122Z_report.pdf	https://www.pangaea.de/?q=TARA_20091122Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20091122Z
TARA_20091128Z	2009-11-28T00:00	37.591	23.748	2009-12-10T00:00	33.959	34.855	Athens	Beirut	TARA_027, TARA_028	Scientific interest: Characterization of the East Mediterranean basin	Beguery, D'Ortenzio, Lazar, Morin, Rouvière, Testor	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20091128Z_report.pdf	https://www.pangaea.de/?q=TARA_20091128Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20091128Z
TARA_20091214Z	2009-12-14T00:00	33.931	35.360	2009-12-18T00:00	31.722	31.555	Beirut	Alexandria	TARA_029, TARA_030	Scientific interest: Topical study: Levantine gyre sampling	Carmichael, Bittner, Karsenti, Picheral, Prihoda, Reynaud	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20091214Z_report.pdf	https://www.pangaea.de/?q=TARA_20091214Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20091214Z
TARA_20100108Z	2010-01-08T00:00	27.890	34.253	2010-01-14T00:00	22.148	38.192	SharmElSheikh	Jeddah	TARA_031, TARA_032, TARA_033	Scientific interest: Characterization of the Red sea North-South gradient	del Campo, Ferrera, Not, Searson	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20100108Z_report.pdf	https://www.pangaea.de/?q=TARA_20100108Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100108Z
TARA_20100118Z	2010-01-18T00:00	21.433	39.083	2010-01-25T00:00	11.659	43.126	Jeddah	Djibouti	TARA_034	Scientific interest: Characterization of the Red sea North-South gradient	del Campo, Ferrera, Not, Searson	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20100118Z_report.pdf	https://www.pangaea.de/?q=TARA_20100118Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100118Z
TARA_20100127Z	2010-01-27T00:00	11.500	43.100	2010-02-13T00:00	11.500	43.100	Djibouti	Djibouti	no station	Scientific interest: Coral reefs study			https://www.pangaea.de/?q=TARA_20100127Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100127Z
TARA_20100214Z	2010-02-14T00:00	11.500	43.100	2010-02-26T00:00	24.500	54.300	Djibouti	AbuDhabi	no station				https://www.pangaea.de/?q=TARA_20100214Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100214Z
TARA_20100302Z	2010-03-02T00:00	25.742	55.277	2010-03-05T00:00	23.954	58.340	AbuDhabi	Muscat	no station		Arslan, Dimier, Gillett, Pesant, Picheral, Sciandra		https://www.pangaea.de/?q=TARA_20100302Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100302Z
TARA_20100309Z	2010-03-09T00:00	23.677	58.701	2010-03-22T00:00	17.496	68.139	Muscat	Mumbai	TARA_036, TARA_037, TARA_038, TARA_039, TARA_040	Scientific interest: Topical study: Arabian sea and oxygen minimum zone study, part 1	Arslan, Dimier, Gillett, Pesant, Picheral, Sciandra	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20100309Z_report.pdf	https://www.pangaea.de/?q=TARA_20100309Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100309Z
TARA_20100327Z	2010-03-27T00:00	18.268	72.269	2010-04-06T00:00	4.208	73.294	Mumbai	Maldives	TARA_041, TARA_042, TARA_043	Scientific interest: Topical study: Arabian sea and oxygen minimum zone study, part 2	Arslan, Dimier, Durieux de Madron, Guigand, Pesant, Picheral, Thompson	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20100327Z_report.pdf	https://www.pangaea.de/?q=TARA_20100327Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100327Z
TARA_20100410Z	2010-04-10T00:00	4.146	73.364	2010-04-23T00:00	-16.800	59.400	Maldives	StBrandon	TARA_044, TARA_045,TARA_046, TARA_047, TARA_048, TARA_049	Scientific interest: Characterization of the Indian ocean equator and counter current. Maldives garbage island	Amiel, Durieux de Madron, Not, Sardet, Searson, Thompson	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20100410Z_report.pdf	https://www.pangaea.de/?q=TARA_20100410Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100410Z
TARA_20100423Z	2010-04-23T00:00	-16.800	59.400	2010-05-04T00:00	-16.400	59.600	StBrandon	StBrandon	no station	Scientific interest: Coral reefs study			https://www.pangaea.de/?q=TARA_20100423Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100423Z
TARA_20100504Z	2010-05-04T00:00	-16.400	59.500	2010-05-06T00:00	-20.000	57.400	StBrandon	PortLouis	no station				https://www.pangaea.de/?q=TARA_20100504Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100504Z
TARA_20100508Z	2010-05-08T00:00	-20.100	57.331	2010-05-12T00:00	-21.331	55.384	PortLouis	StDenis	TARA_050, TARA_051	Scientific interest: Characterization of the Indian ocean gyre	Clerissi, De Vargas, Dimier, Hellig, Probert, Searson	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20100508Z_report.pdf	https://www.pangaea.de/?q=TARA_20100508Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100508Z
TARA_20100515Z	2010-05-15T00:00	-20.866	55.228	2010-05-20T00:00	-12.228	49.398	StDenis	Antsiranana	TARA_052	Scientific interest: Characterization of the Indian ocean gyre	Clerissi, De Vargas, Dimier, Probert, Searson, Tozzi	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20100515Z_report.pdf	https://www.pangaea.de/?q=TARA_20100515Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100515Z
TARA_20100523Z	2010-05-23T00:00	-12.200	49.445	2010-05-26T00:00	-12.808	45.225	Antsiranana	Mamoudzou	TARA_053, TARA_054	Scientific interest: Characterization of Mozambique channel waters flowing southward	Clerissi, De Vargas, Dimier, Probert, Searson, Tozzi	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20100523Z_report.pdf	https://www.pangaea.de/?q=TARA_20100523Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100523Z
TARA_20100530Z	2010-05-30T00:00	-12.700	45.200	2010-06-18T00:00	-12.700	45.200	Mamoudzou	Mamoudzou	no station	Scientific interest: Coral reefs study			https://www.pangaea.de/?q=TARA_20100530Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100530Z
TARA_20100624Z	2010-06-24T00:00	-12.777	45.267	2010-07-16T00:00	-34.165	18.220	Mamoudzou	CapeTown	TARA_055, TARA_056, TARA_057, TARA_058, TARA_059, TARA_060, TARA_061, TARA_062, TARA_063, TARA_064, TARA, 065, TARA, 066	Scientific interest: Topical study (ASPIC, part 1): Characterization of Mozambique channel waters and of the Agulhas current	Dimier, Gonzalez-Acinas, Gorsky, Le Goff, Obolensky, Poirot, Searson	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20100624Z_report.pdf	https://www.pangaea.de/?q=TARA_20100624Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100624Z
TARA_20100905Z	2010-09-05T00:00	-32.121	17.700	2010-09-29T00:00	-8.338	-12.742	CapeTown	Ascencion	TARA_067, TARA_068, TARA_069, TARA_070, TARA_071	Scientific interest: Topical Study (ASPIC, part 2): Characterization of the Bengueha upwelling and of Agulhas eddies	Chang, Dimier, Koubbi, Picheral, Searson, Subirana	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20100905Z_report.pdf	https://www.pangaea.de/?q=TARA_20100905Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20100905Z
TARA_20101003Z	2010-10-03T00:00	-7.923	-14.453	2010-10-22T00:00	-19.740	-34.322	Ascencion	Rio de Janiero	TARA_072, TARA_073, TARA_074, TARA_075, TARA_076	Scientific interest: Topical study (ASPIC, part 3): South Atlantic gyre and equator sampling	Dimier, Hingamp, Jamet, Omerstad, Romag, Searson	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20101003Z_report.pdf	https://www.pangaea.de/?q=TARA_20101003Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20101003Z
TARA_20101031Z	2010-10-31T00:00	-22.988	-43.140	2010-11-12T00:00	-35.905	-54.577	Rio de Janiero	Buenos Aires	TARA_077, TARA_078, TARA_079a	Scientific interest: Topical study (ASPIC, part 4): South American current	Bayley, Dimier, Marcolin, Mountain, Obolensky, Poulain, Poulton	https://store.pangaea.de/Projects/TARA-OCEANS/Campaign_Reports/TARA_20101031Z_report.pdf	https://www.pangaea.de/?q=TARA_20101031Z	https://www.ebi.ac.uk/ena/browser/text-search?query=TARA_20101031Z
